"guide","dataset","table","variable","type","n_rows","missing","missing_pct","distinct","domain_or_distribution","values_if_small_domain","metadata_match","plida_variable_descriptions","plida_products","blade_item","blade_valid_response","blade_available_periods"
"education","AEDC","madipge-aedc-d-domain-2012","B31","integer",13,0,0,2,"1 / 2 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child can say which of two numbers is the bigger. The dictionary gives the wording as ""Would you say this child is able to reco…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B32","integer",13,0,0,2,"1 / 1 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child can recognise geometric shapes such as a triangle, a circle or a square. The dictionary's purpose is ""To identify if the …","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B33","integer",13,0,0,2,"1 / 1 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child understands simple time concepts, with the instrument offering today, summer and bedtime as examples. The dictionary give…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B34","integer",13,0,0,2,"1 / 1 / 1 / 1 / 2","1; 2","matched PLIDA variable metadata","Whether the teacher says the child shows special numeracy skills or talents, held in aedc_2009_core with the rest of the B34 to B40 talent …","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B35","integer",13,0,0,3,"1 / 1 / 1 / 2 / 88","1; 2; 88","matched PLIDA variable metadata","Whether the teacher says the child shows special literacy skills or talents. The dictionary's purpose is ""To identify if the child demonstr…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B36","integer",13,0,0,2,"1 / 1 / 1 / 1 / 2","1; 2","matched PLIDA variable metadata","Whether the teacher says the child shows special skills or talents in the arts. The registry label and the dictionary's data element descri…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B37","integer",13,0,0,3,"1 / 1 / 1 / 2 / 88","1; 2; 88","matched PLIDA variable metadata","Whether the teacher says the child shows special skills or talents in music, asked immediately after the arts item B36. The dictionary give…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B38","integer",13,0,0,2,"1 / 1 / 1 / 1 / 2","1; 2","matched PLIDA variable metadata","Whether the teacher says the child shows special skills or talents in athletics or dance, the two combined into a single question. The dict…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B39","integer",13,0,0,2,"1 / 1 / 1 / 1 / 2","1; 2","matched PLIDA variable metadata","Whether the teacher says the child shows special talent for solving problems creatively. The dictionary's purpose is ""To identify if the ch…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B4","integer",13,0,0,4,"1 / 2 / 3 / 3 / 88","1; 2; 3; 88","matched PLIDA variable metadata","A teacher's rating of how well the child takes part in imaginative play, which the AEDC counts towards communication skills and general kno…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B40","integer",13,0,0,2,"1 / 1 / 1 / 1 / 2","1; 2","matched PLIDA variable metadata","Whether the teacher says the child shows special skills or talents in an area not covered by B34 to B39. The dictionary gives the wording a…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B5","integer",13,0,0,3,"1 / 1 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","A teacher's rating of whether the child can make their own needs understood by both adults and peers. The dictionary gives the instrument w…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B6","integer",13,0,0,3,"1 / 1 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","A teacher's rating of whether the child understands, on the first try, what is said to them. The dictionary's purpose statement is ""To rate…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B7","integer",13,0,0,3,"1 / 1 / 1 / 2 / 3","1; 2; 3","matched PLIDA variable metadata","A teacher's rating of how clearly the child speaks, judged specifically on whether sounds are substituted for one another. The dictionary's…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B8","integer",13,0,0,2,"1 / 2 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the teacher says the child knows how to physically handle a book, for example turning a page. The dictionary gives the wording as ""…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B9","integer",13,0,0,2,"1 / 1 / 1 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the teacher says the child is generally interested in books, meaning both pictures and print. The dictionary's purpose is ""To ident…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C1","integer",13,0,0,3,"1 / 2 / 3 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","A teacher's single global rating of the child's overall social and emotional development, the opening item of the C block. The dictionary g…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C10","integer",13,0,0,3,"1 / 2 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","How often the teacher says the child accepts responsibility for their own actions. The dictionary gives the wording as ""Would you say that …","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C11","integer",13,0,0,3,"1 / 1 / 2 / 2 / 3","1; 2; 3","matched PLIDA variable metadata","How often the teacher says the child listens attentively. The dictionary's purpose is ""To identify if the child listens attentively"", and t…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C12","integer",13,0,0,3,"1 / 1 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","How often the teacher says the child completes work on time. The dictionary describes it as a ""Variable to indicate if the child completes …","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C12A","integer",13,10,76.9231,2,"1 / 1 / 1 / 2 / 3","1; 3","matched PLIDA variable metadata","Whether a child who never completes work on time could complete it if given additional time, asked only as a follow-up. The dictionary stat…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C13","integer",13,0,0,3,"1 / 1 / 2 / 2 / 3","1; 2; 3","matched PLIDA variable metadata","How often the teacher says the child works independently. The dictionary's purpose is ""To identify if the child works independently"", answe…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C14","integer",13,0,0,3,"1 / 2 / 3 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","How often the teacher says the child takes care of school materials. The dictionary gives the wording as ""Would you say that this child tak…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C15","integer",13,0,0,3,"1 / 1 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","How often the teacher says the child works neatly and carefully. The dictionary describes it as a ""Variable to indicate if the child works …","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C16","integer",13,0,0,4,"1 / 2 / 3 / 3 / 88","1; 2; 3; 88","matched PLIDA variable metadata","How often the teacher says the child is curious about the world. The dictionary's purpose is ""To identify if the child is curious about the…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C17","integer",13,0,0,3,"1 / 2 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","How often the teacher says the child is eager to play with a new toy, the first of three parallel items about willingness to try something …","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C18","integer",13,0,0,4,"1 / 1 / 2 / 3 / 88","1; 2; 3; 88","matched PLIDA variable metadata","How often the teacher says the child is eager to play a new game, the second of the three novelty items. The dictionary describes it as a ""…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C19","integer",13,0,0,3,"1 / 1 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","How often the teacher says the child is eager to play with or read a new book, the last of the three novelty items. The dictionary gives th…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C2","integer",13,0,0,3,"1 / 2 / 3 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","The teacher's rating of how well the child gets along with other children, one of the twenty-four social competence items on the AEDC instr…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C20","integer",13,0,0,3,"1 / 1 / 2 / 2 / 3","1; 2; 3","matched PLIDA variable metadata","How often the child works out everyday classroom problems without an adult's help, a social competence item. The AEDC Data Dictionary gives…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C21","integer",13,0,0,3,"1 / 2 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","How often the child can carry out an instruction given in a single step, a social competence item. The AEDC Data Dictionary gives the instr…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C22","integer",13,0,0,3,"1 / 2 / 3 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","How often the child follows the class routine without being reminded, a social competence item. The AEDC Data Dictionary gives the instrume…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C23","integer",13,0,0,2,"1 / 1 / 3 / 3 / 3","1; 3","matched PLIDA variable metadata","How often the child copes when the classroom routine changes, a social competence item. The AEDC Data Dictionary gives the instrument wordi…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C24","integer",13,0,0,3,"1 / 2 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","How often the child answers questions in a way that shows knowledge of the everyday world; this is the one C item the AEDC assigns to the c…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C25","integer",13,0,0,3,"1 / 2 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","How often the child is tolerant towards someone else who has made a mistake, a social competence item. The AEDC Data Dictionary gives the i…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C26","integer",13,0,0,3,"1 / 2 / 3 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","How often the child tries to help someone who has been hurt, the first of the twenty-six emotional maturity items. The AEDC Data Dictionary…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C27","integer",13,0,0,3,"1 / 1 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","How often the child volunteers to help clear up a mess someone else has made, an emotional maturity item. The AEDC Data Dictionary gives th…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C28","integer",13,0,0,3,"1 / 1 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","How often the child tries to stop a quarrel between others, an emotional maturity item. The AEDC Data Dictionary gives the instrument wordi…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C29","integer",13,0,0,3,"1 / 2 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","How often the child offers help to another child struggling with a task, an emotional maturity item. The AEDC Data Dictionary gives the ins…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","C3","integer",13,0,0,3,"1 / 2 / 3 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","How often the teacher sees the child play and work cooperatively with other children at a level appropriate for their age, scored as a soci…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
