"dataset","variable","occurrence_count","status","determination","rule","implemented_domain_or_derivation","evidence_source","caveat"
"AEDC","GCCSACODE",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits GCCSACODE, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits GCCSACODE, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","GCCSANAME",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits GCCSANAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits GCCSANAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","IARECODE",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits IARECODE, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits IARECODE, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","IARENAME",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits IARENAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits IARENAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","IAREPUBLIC",3,"unsupported-codeframe","typed-missing-aggregate-rule","Typed NA_character_. IAREPUBLIC depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","Typed NA_character_. IAREPUBLIC depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after geography grouping: implement the published group rule. A random record-level flag would be misleading."
"AEDC","ILANGUAGEID",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits ILANGUAGEID, and no AEDC country or language reference table is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits ILANGUAGEID, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","ILOCCODE",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits ILOCCODE, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits ILOCCODE, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","ILOCNAME",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits ILOCNAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits ILOCNAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","ILOCPUBLIC",3,"unsupported-codeframe","typed-missing-aggregate-rule","Typed NA_character_. ILOCPUBLIC depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","Typed NA_character_. ILOCPUBLIC depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after geography grouping: implement the published group rule. A random record-level flag would be misleading."
"AEDC","IREGCODE",6,"populated","implemented-public-codeframe","Shared geography rule samples a state-consistent IREGCODE code or paired label from a bundled official codeframe.","Shared geography rule samples a state-consistent IREGCODE code or paired label from a bundled official codeframe.","AEDC 2025 Data Dictionary; R/dil_geography_values.R; bundled ABS LGA, Indigenous Region and PHN codeframes; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The code-label pair is valid and state-consistent but is not calculated from a child address."
"AEDC","IREGNAME",6,"populated","implemented-public-codeframe","Shared geography rule samples a state-consistent IREGNAME code or paired label from a bundled official codeframe.","Shared geography rule samples a state-consistent IREGNAME code or paired label from a bundled official codeframe.","AEDC 2025 Data Dictionary; R/dil_geography_values.R; bundled ABS LGA, Indigenous Region and PHN codeframes; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The code-label pair is valid and state-consistent but is not calculated from a child address."
"AEDC","IREGPUBLIC",3,"populated","implemented-public-codeframe","Shared geography rule uses official publishable code 1 for IREGPUBLIC.","Shared geography rule uses official publishable code 1 for IREGPUBLIC.","AEDC 2025 Data Dictionary; R/dil_geography_values.R; bundled ABS LGA, Indigenous Region and PHN codeframes; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The code is public. Synthetic areas are treated as publishable because disclosure counts are not calculated."
"AEDC","JCAMPUSID",2,"structural","implemented-synthetic-identifier","AEDC rule creates a stable prefixed jurisdictional campus identifier. Deterministic records share nested groups within a build.","AEDC rule creates a stable prefixed jurisdictional campus identifier. Deterministic records share nested groups within a build.","PLIDA DIL variable definition; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R","The value preserves the jurisdictional campus relationship and identifier shape only. It is not an operational ID."
"AEDC","LANG",6,"populated","implemented-exact-source","Exact source uses official LANG values 0 or 1 and applies the public conditional skip.","Exact source uses official LANG values 0 or 1 and applies the public conditional skip.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and skip are exact. Prevalence is synthetic."
"AEDC","LANGCOG",6,"populated","implemented-synthetic-domain-score","Exact source supplies a bounded 0 to 10 latent-trait proxy for LANGCOG.","Exact source supplies a bounded 0 to 10 latent-trait proxy for LANGCOG.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The range is public. Licensed item weights and the official numeric formula are unavailable, so values are explicitly synthetic proxies."
"AEDC","LANGCOG_1",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names LANGCOG_1 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names LANGCOG_1 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","LANGCOG_1_VULN",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names LANGCOG_1_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names LANGCOG_1_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","LANGCOG_2",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names LANGCOG_2 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names LANGCOG_2 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","LANGCOG_2_VULN",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names LANGCOG_2_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names LANGCOG_2_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","LANGCOG_3",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names LANGCOG_3 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names LANGCOG_3 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","LANGCOG_3_VULN",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names LANGCOG_3_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names LANGCOG_3_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","LANGCOG_4",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names LANGCOG_4 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names LANGCOG_4 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
